用户ID,服务ID,时间,行为,内容,转推,喜欢,回复,URL
Nick Craver,Twitter,上午6:04 - 2017年1月17日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,2,2,https://twitter.com/jasonpunyon/status/821357584179400704
Nick Craver,Twitter,上午5:55 - 2017年1月7日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/817731436405030912
Nick Craver,Twitter,上午3:36 - 2016年12月28日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/814072611252686848
Nick Craver,Twitter,上午4:15 - 2016年12月21日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/811545708641841152
Nick Craver,Twitter,下午7:03 - 2016年12月6日,喜欢,"The Practical Dev 的 Twitter: “That does it for a great hour of #devdiscuss, but feel free to keep chatting.&#10;&#10;Shout out to @Nick_Craver for some brilliant contributions. https://t.co/6Qv3BEQkfS”",0,22,2,https://twitter.com/thepracticaldev/status/806333240298635264
Nick Craver,Twitter,上午7:38 - 2017年1月16日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,2,1,https://twitter.com/jasonpunyon/status/821018807376416769
Nick Craver,Twitter,上午5:20 - 2017年1月6日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/817360135739899906
Nick Craver,Twitter,下午4:13 - 2016年12月27日,喜欢,Jon Galloway 的 Twitter: “How to tell you&#39;re running an old version of a software application in 2016:&#10;No Dark Theme option provided”,0,95,6,https://twitter.com/jongalloway/status/813900626249674752
Nick Craver,Twitter,下午10:56 - 2016年12月20日,喜欢,Jared Parsons 的 Twitter: “@davkean @terrajobst  can&#39;t set a precedent by introducing useful and performant features. :)”,0,2,1,https://twitter.com/jaredpar/status/811465428249649152
Nick Craver,Twitter,下午9:18 - 2016年12月3日,喜欢,Steven Taylor 的 Twitter: “@SwiftOnSecurity is https://t.co/71QiE8NUfX available?”,0,2,2,https://twitter.com/torch02/status/805279999368564736
Nick Craver,Twitter,下午6:16 - 2017年1月15日,喜欢,Elise Craver 的 Twitter: “Done! We have struts. 97/131 pages https://t.co/2eCgQ6EE8C”,0,4,4,https://twitter.com/e_craver/status/820816942911123457
Nick Craver,Twitter,下午5:04 - 2017年1月4日,喜欢,Ted Goas 的 Twitter: “@Nick_Craver Nick...”,0,1,1,https://twitter.com/tedgoas/status/816812693122351104
Nick Craver,Twitter,上午6:51 - 2016年12月27日,喜欢,Nick Larsen 的 Twitter: “@Nick_Craver @JasonPunyon https://t.co/DAslW38sfw”,0,2,2,https://twitter.com/fody/status/813759139230973952
Nick Craver,Twitter,上午4:26 - 2016年12月20日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,3,1,https://twitter.com/jasonpunyon/status/811186108826611712
Nick Craver,Twitter,下午3:57 - 2016年12月3日,喜欢,ERSATZ DEVLOPER 的 Twitter: “Dex loves guac. https://t.co/ruJ9NM1zCB”,0,7,1,https://twitter.com/jasonpunyon/status/805199404831506433
Nick Craver,Twitter,下午4:37 - 2017年1月13日,喜欢,Scott Koon 的 Twitter: “@shanselman GIF”,0,13,1,https://twitter.com/lazycoder/status/820067394987114496
Nick Craver,Twitter,上午8:29 - 2017年1月4日,喜欢,Joel Spolsky 的 Twitter: “@Nick_Craver love those artesanal lineman dykes”,0,1,1,https://twitter.com/spolsky/status/816682872492933120
Nick Craver,Twitter,上午4:12 - 2016年12月27日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,2,2,https://twitter.com/jasonpunyon/status/813719264360271872
Nick Craver,Twitter,上午4:04 - 2016年12月19日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,3,1,https://twitter.com/jasonpunyon/status/810818175440982016
Nick Craver,Twitter,下午4:05 - 2016年12月2日,喜欢,Geoff Dalgas 的 Twitter: “@SaraJChipps I consider them rejected candy bars”,0,1,1,https://twitter.com/superdalgas/status/804839034182733825
Nick Craver,Twitter,上午4:04 - 2017年1月13日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/819877747753439232
Nick Craver,Twitter,上午4:15 - 2017年1月3日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,2,1,https://twitter.com/jasonpunyon/status/816256646217342976
Nick Craver,Twitter,上午9:15 - 2016年12月25日,喜欢,Bill the Lizard 的 Twitter: “@Nick_Craver You can borrow my knife. https://t.co/EysXnDO2OQ”,0,11,1,https://twitter.com/lizardbill/status/813070615833939969
Nick Craver,Twitter,上午6:46 - 2016年12月18日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,3,2,https://twitter.com/jasonpunyon/status/810496429252820992
Nick Craver,Twitter,下午5:10 - 2016年12月1日,喜欢,Scott Hanselman 的 Twitter: “Me: An eye for an eye...&#10;11 year old: MAKES US ALL PIRATES!&#10;Me: O_o”,0,155,10,https://twitter.com/shanselman/status/804492954962300928
Nick Craver,Twitter,上午5:57 - 2017年1月12日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,2,2,https://twitter.com/jasonpunyon/status/819543801844928513
Nick Craver,Twitter,上午12:50 - 2017年1月3日,喜欢,Maarten Balliauw 的 Twitter: “Blogged: Exploring .NET managed heap with ClrMD https://t.co/ZHuxVNXDOc”,0,93,5,https://twitter.com/maartenballiauw/status/816204980646510593
Nick Craver,Twitter,上午2:44 - 2016年12月25日,喜欢,Jon Skeet 的 Twitter: “Address in church helped me clarify my problem with Trump. President should be a servant; Trump seems to think he will be a king.”,0,110,15,https://twitter.com/jonskeet/status/812972293978726400
Nick Craver,Twitter,上午6:16 - 2016年12月17日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,4,1,https://twitter.com/jasonpunyon/status/810126539018878977
Nick Craver,Twitter,下午3:29 - 2016年12月1日,喜欢,Jeff Fritz 的 Twitter: “We&#39;re planning a @jewelbots party for my daughters and their friends to play and learn how to code https://t.co/KZb1G2U6pW”,0,39,3,https://twitter.com/csharpfritz/status/804467600537296901
Nick Craver,Twitter,下午1:29 - 2017年1月10日,喜欢,Ben Adams 的 Twitter: “@Nick_Craver @SitnikAdam updated with benchmarks; improves x1.9 - x3.5”,0,3,3,https://twitter.com/ben_a_adams/status/818932797280755712
Nick Craver,Twitter,上午7:05 - 2017年1月1日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,2,1,https://twitter.com/jasonpunyon/status/815574761862524928
Nick Craver,Twitter,下午2:31 - 2016年12月24日,喜欢,Roberta Arcoverde 的 Twitter: “Family friend told me my tattoo was too big. Told them I&#39;m about to make it bigger. Reveling in their looks of disapproval 💪🏼”,0,33,3,https://twitter.com/rla4/status/812787817810198529
Nick Craver,Twitter,下午1:38 - 2016年12月16日,喜欢,ERSATZ DEVLOPER 的 Twitter: “SABBATICAL MODE: ACTIVATE”,0,14,2,https://twitter.com/jasonpunyon/status/809875366701649920
Nick Craver,Twitter,上午12:58 - 2016年11月30日,喜欢,Christopher Haws 的 Twitter: “@Nick_Craver This is where I got that info from: https://t.co/IsGc2bXlKO”,0,7,1,https://twitter.com/cribs2/status/803886020731105280
Nick Craver,Twitter,上午4:18 - 2017年1月10日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/818794259398754304
Nick Craver,Twitter,上午1:55 - 2016年12月29日,喜欢,Håkon K. Olafsen 的 Twitter: “@Nick_Craver status after three nights https://t.co/dlZpj0tnbj”,0,1,1,https://twitter.com/haakoo/status/814409498861457408
Nick Craver,Twitter,上午6:01 - 2016年12月24日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/812659592475897856
Nick Craver,Twitter,上午12:38 - 2016年12月16日,喜欢,"Jon Galloway 的 Twitter: “Me: Oh, this game looks maybe fun.&#10;Uplay: Heyo!&#10;Me: Nope nope nope nope.&#10;/me goes to wash dishes or something”",0,15,1,https://twitter.com/jongalloway/status/809679028101599232
Nick Craver,Twitter,下午3:53 - 2016年11月26日,喜欢,ERSATZ DEVLOPER 的 Twitter: “@clipperhouse I MEAN MY DEVSTORY #ShillinForCorporate”,0,6,1,https://twitter.com/jasonpunyon/status/802661632849612801
Nick Craver,Twitter,上午7:03 - 2017年1月8日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,2,2,https://twitter.com/jasonpunyon/status/818110780650438656
Nick Craver,Twitter,下午1:24 - 2016年12月28日,喜欢,"Immo Landwerth 的 Twitter: “@Nick_Craver challenge: open all the packages, put all pieces on one giant pile, and assemble it like we did when we were young :-)”",0,8,1,https://twitter.com/terrajobst/status/814220491200163840
Nick Craver,Twitter,下午1:48 - 2016年12月23日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/812414663417876481
Nick Craver,Twitter,下午4:06 - 2016年12月8日,喜欢,ERSATZ DEVLOPER 的 Twitter: “And he decided to do this for the first time... https://t.co/WNYas3511P”,0,10,2,https://twitter.com/jasonpunyon/status/807013455412809728
Nick Craver,Twitter,上午9:37 - 2016年11月26日,喜欢,Geoff Dalgas 的 Twitter: “Teaching the younger generation about technology using the power of animated GIFs https://t.co/4UBOEw9llf”,0,35,2,https://twitter.com/superdalgas/status/802566889322913792
Nick Craver,Twitter,上午9:10 - 2017年1月7日,喜欢,Damian Edwards 的 Twitter: “Ahem @davidfowl https://t.co/KDhdUM5eUP”,0,9,3,https://twitter.com/damianedwards/status/817780450517139456
Nick Craver,Twitter,上午5:33 - 2016年12月28日,喜欢,Jin Yang 的 Twitter: “@Nick_Craver have you accepted Rngesus as your Lord and Savior?”,0,5,5,https://twitter.com/jzy/status/814101914048675841
Nick Craver,Twitter,下午2:40 - 2016年12月7日,喜欢,ERSATZ DEVLOPER 的 Twitter: “@codinghorror Grew &#39;em myself.”,0,1,1,https://twitter.com/jasonpunyon/status/806629375844163584
Nick Craver,Twitter,上午5:48 - 2016年11月26日,喜欢,Jay Hanlon 的 Twitter: “I am an EXCELLENT father. https://t.co/A4g3bjhdAG”,0,33,2,https://twitter.com/jayhanlon/status/802509396051980292
Nick Craver,Twitter,上午4:23 - 2016年12月22日,喜欢,ERSATZ DEVLOPER 的 Twitter: “MORNIN”,0,1,1,https://twitter.com/jasonpunyon/status/811910064843976704
Nick Craver,Twitter,下午2:58 - 2016年11月25日,喜欢,"ERSATZ DEVLOPER 的 Twitter: “@Nick_Craver @marcgravell My disk is full, and I&#39;m getting a headache!”",0,2,2,https://twitter.com/jasonpunyon/status/802285408390356997
Nick Craver,Twitter,下午3:12 - 2016年11月21日,喜欢,ERSATZ DEVLOPER 的 Twitter: “@marcgravell Gotta make &#39;em appreciate the good things.”,0,1,1,https://twitter.com/jasonpunyon/status/800839363395514368
Nick Craver,Twitter,下午1:01 - 2016年11月13日,喜欢,"Kevin Jones 的 Twitter: “@Nick_Craver given everyone&#39;s frustration for ordering one, I&#39;m guessing they made 7 to 10.”",0,1,1,https://twitter.com/vcsjones/status/797907309435305984
Nick Craver,Twitter,下午1:13 - 2016年11月3日,喜欢,"Marc Gravell 的 Twitter: “@haneycodes can I get a Bible belt extender? It is like a seat belt extender, but bigger”",0,4,4,https://twitter.com/marcgravell/status/794271304639741952
Nick Craver,Twitter,下午7:17 - 2016年10月30日,喜欢,Nick Larsen 的 Twitter: “Setting this city on fire #PhillyCheeseStack https://t.co/nZuhUdPX2T”,0,2,1,https://twitter.com/fody/status/792913402515554304
Nick Craver,Twitter,上午7:15 - 2016年11月25日,喜欢,Geoff Dalgas 的 Twitter: “@Nick_Craver GE dimmers are nice https://t.co/GYK6l97wza with the add on paddle  https://t.co/FX2KtYn8iv”,0,1,1,https://twitter.com/superdalgas/status/802168736459259904
Nick Craver,Twitter,下午7:26 - 2016年11月18日,喜欢,Damian Edwards 的 Twitter: “The cat has been sitting with us at the table every night for a few weeks now so I decided to dress her accordingly https://t.co/u7XYqDs1nE”,0,50,5,https://twitter.com/damianedwards/status/799816086040363008
Nick Craver,Twitter,上午7:14 - 2016年11月25日,喜欢,"Shane Madden 的 Twitter: “@Nick_Craver @SuperDalgas I&#39;m waiting on https://t.co/Q9PBWSbHBS to release for buying any more, the older gen has a couple quirks.”",0,1,1,https://twitter.com/shanemadden/status/802168599528017921
Nick Craver,Twitter,下午7:09 - 2016年10月30日,喜欢,"Kaitlin Pike 的 Twitter: “Hotel, motel, Holiday Inn... er, The Logan. #PhillyCheeseStack https://t.co/WF3ClOIUzC”",0,8,1,https://twitter.com/kcpike/status/792911275693117440
Nick Craver,Twitter,下午2:02 - 2016年11月12日,喜欢,Scott Hanselman 的 Twitter: “8 year old: I&#39;m so glad Daddy is back. He smells like armpits and insulin.”,0,133,17,https://twitter.com/shanselman/status/797560166891720704
Nick Craver,Twitter,上午11:47 - 2016年11月3日,喜欢,Ben Dumke-v. d. Ehe 的 Twitter: “@JasonPunyon I smell a picbot.”,0,5,1,https://twitter.com/balpha/status/794249727114149889
Nick Craver,Twitter,下午5:50 - 2016年11月18日,喜欢,"Roberta Arcoverde 的 Twitter: “OMG, pilot just announced that it&#39;s supposed to be snowing in Chicago by the time we land! Will I FINALLY see some snow this time?”",0,19,2,https://twitter.com/rla4/status/799792035314233344
Nick Craver,Twitter,上午5:59 - 2016年11月25日,喜欢,Ben Dumke-v. d. Ehe 的 Twitter: “@Nick_Craver It&#39;s never too late to start learning. https://t.co/CylqHxPPQd”,0,3,3,https://twitter.com/balpha/status/802149834396418048
Nick Craver,Twitter,下午3:37 - 2016年10月29日,喜欢,"SwiftOnSecurity 的 Twitter: “Put-off by these people with Trump as their avatar. It&#39;s really disturbing, being so obsessed with someone you make your account about them.”",0,608,31,https://twitter.com/swiftonsecurity/status/792495556488683521
Nick Craver,Twitter,下午10:49 - 2016年11月11日,喜欢,Immo Landwerth 的 Twitter: “Have the best wife b/c she lets me out on a Friday night even though I already partied all week with my MVP friends. Tomorrow: family time 💕”,0,26,2,https://twitter.com/terrajobst/status/797330539128594432
Nick Craver,Twitter,上午6:22 - 2016年11月3日,喜欢,"Roberta Arcoverde 的 Twitter: “Also: still haven&#39;t gone to bed since yesterday. Last woman standing, mission accomplished”",0,18,3,https://twitter.com/rla4/status/794167746359496704
Nick Craver,Twitter,下午6:18 - 2016年11月17日,喜欢,Jin Yang 的 Twitter: “Dinner with @jarrod_dixon https://t.co/IZPhxtVNfS”,0,17,2,https://twitter.com/jzy/status/799436524454547456
Nick Craver,Twitter,下午6:32 - 2016年11月24日,喜欢,Whitney Champion 的 Twitter: “forrest gump has the best soundtrack of all time ❤”,0,13,8,https://twitter.com/shortxstack/status/801976916353937408
Nick Craver,Twitter,下午2:14 - 2016年10月29日,喜欢,Elise Craver 的 Twitter: “Lightsaber done! #CraverCostumeFactory https://t.co/6aE8Qp9WUc”,0,5,1,https://twitter.com/e_craver/status/792474642732777472
Nick Craver,Twitter,下午11:23 - 2016年11月10日,喜欢,Immo Landwerth 的 Twitter: “Can&#39;t believe #mvpsummit has ended. It was awesome and I&#39;m very much looking forward seeing you guys again next year! 🖖 meanwhile cu on 🐦&amp;🐱”,0,19,1,https://twitter.com/terrajobst/status/796976635882848256
Nick Craver,Twitter,下午9:25 - 2016年11月2日,喜欢,John W. 的 Twitter: “@BonksMullet yeah but that was yesterday”,0,316,1,https://twitter.com/jmwall24/status/794032621919633408
Nick Craver,Twitter,上午9:09 - 2016年11月17日,喜欢,ERSATZ DEVLOPER 的 Twitter: “#SQUEEE https://t.co/MMPcPVic9J”,0,4,4,https://twitter.com/jasonpunyon/status/799298374356893696
Nick Craver,Twitter,上午12:30 - 2016年11月24日,喜欢,Scott Hanselman 的 Twitter: “SHOPPING: The 2016 Christmas List of Best STEM Toys for your little nerds and nerdettes https://t.co/95D9g6fa4k”,0,112,8,https://twitter.com/shanselman/status/801704526218600448
Nick Craver,Twitter,上午6:12 - 2016年10月29日,喜欢,"YacFace 的 Twitter: “@Nick_Craver OMG! What a cutie! She&#39;s correct. Seriously does look like whiskers. Cute, bloody whiskers.”",0,3,3,https://twitter.com/yacface/status/792353372460417025
Nick Craver,Twitter,下午2:55 - 2016年11月9日,喜欢,Jin Yang 的 Twitter: “@JasonPunyon aww https://t.co/aA0c5X4Y89”,0,10,4,https://twitter.com/jzy/status/796486450032287744
Nick Craver,Twitter,上午10:36 - 2016年11月2日,喜欢,Adam Lear 的 Twitter: “@sassiestone what kind of pokemon is that?”,0,6,2,https://twitter.com/aalear/status/793869294077616128
Nick Craver,Twitter,下午8:32 - 2016年11月16日,喜欢,David Fowler 的 Twitter: “@davkean @rrelyea I was thinking we should have just made the csproj double clickable like any other file”,0,31,5,https://twitter.com/davidfowl/status/799107947234095104
Nick Craver,Twitter,下午4:51 - 2016年11月23日,喜欢,Des 的 Twitter: “@Nick_Craver also omg they are so cute. Happy thanksgiving!”,0,1,1,https://twitter.com/desinavadeh/status/801589057402744832
Nick Craver,Twitter,上午5:20 - 2016年10月28日,喜欢,"Elise Craver 的 Twitter: “Go go, teacher imposter! #UndercoverLise”",0,1,2,https://twitter.com/e_craver/status/791977913654673408
Nick Craver,Twitter,上午7:09 - 2016年11月9日,喜欢,Immo Landwerth 的 Twitter: “Wow. I had this really bad nightmare where Trump won the...Oh shit.”,0,14,2,https://twitter.com/terrajobst/status/796369148473286656
Nick Craver,Twitter,下午10:08 - 2016年10月31日,喜欢,"David Robinson 的 Twitter: “12:30: Can&#39;t sleep, I&#39;ll watch something on Netflix&#10;&#10;12:31: Oh, I haven&#39;t seen The Babadook&#10;&#10;1:00: Problem solved, I&#39;ll never sleep again”",0,64,3,https://twitter.com/drob/status/793318851874258944
Nick Craver,Twitter,下午4:46 - 2016年11月16日,喜欢,Andy Gocke 的 Twitter: “@davkean @terrajobst @Nick_Craver Pretty good https://t.co/Evi6rzbJ7o”,0,9,9,https://twitter.com/andygocke/status/799050956616761344
Nick Craver,Twitter,下午11:20 - 2016年11月22日,喜欢,"Vicky Harp 的 Twitter: “God, I just read that a little boy in that bus crash told responders that his mother&#39;s name was Mama. I want to wake my son to hold him.”",0,7,2,https://twitter.com/vickyharp/status/801324476818489344
Nick Craver,Twitter,上午12:33 - 2016年10月28日,喜欢,Néstor Soriano 的 Twitter: “@Nick_Craver I was fired for having a bad character”,0,7,1,https://twitter.com/konamiman_en/status/791905606546386945
Nick Craver,Twitter,上午5:30 - 2016年11月9日,喜欢,"Geoff Dalgas 的 Twitter: “Hello darkness my old friend, I can&#39;t believe we meet again. I will respect the darkness but turn my light up to help others. Also hugs!”",0,14,2,https://twitter.com/superdalgas/status/796344091051106305
Nick Craver,Twitter,下午10:03 - 2016年10月31日,喜欢,Bret Copeland 的 Twitter: “I&#39;m staggered by the shower of praise on my Shuttle talk. Thank you so much. You made the crazy hours I put in worth it. #PhillyCheeseStack”,0,41,2,https://twitter.com/bretcope/status/793317473969958912
Nick Craver,Twitter,下午4:37 - 2016年11月16日,喜欢,"David Kean 的 Twitter: “@terrajobst @Nick_Craver It&#39;s sunny right now in Melbourne, how&#39;s the weather in Seattle?”",0,4,2,https://twitter.com/davkean/status/799048821476950016
Nick Craver,Twitter,下午7:32 - 2016年11月21日,喜欢,Marco Cecconi 的 Twitter: “You&#39;d like it here @Nick_Craver! https://t.co/BNKaIdCjPN”,0,1,1,https://twitter.com/sklivvz/status/800904801449951233
Nick Craver,Twitter,上午12:06 - 2016年10月27日,喜欢,Salvatore Sanfilippo 的 Twitter: “@samsaffron little known command for testing… in case may be useful: 127.0.0.1:6379&gt; debug error -LOADING foo bar&#10;(error) -LOADING foo bar”,0,8,2,https://twitter.com/antirez/status/791536480288120833
Nick Craver,Twitter,上午5:14 - 2016年11月9日,喜欢,"Roberta Arcoverde 的 Twitter: “Temer, Brexit, Trump. Fuck this year, really :\”",0,12,1,https://twitter.com/rla4/status/796340087457988608
Nick Craver,Twitter,下午9:52 - 2016年10月31日,喜欢,Adam Lear 的 Twitter: “Redrum. #PhillyCheeseStack https://t.co/oKVi2ontmI”,0,14,1,https://twitter.com/aalear/status/793314657595428864
Nick Craver,Twitter,上午10:07 - 2016年11月16日,喜欢,"David Fowler 的 Twitter: “We have a secret weapon, his name is @ben_a_adams”",0,49,1,https://twitter.com/davidfowl/status/798950550100320257
Nick Craver,Twitter,下午4:44 - 2016年11月21日,喜欢,Marc Gravell 的 Twitter: “@Nick_Craver @codinghorror @JasonPunyon something something because he hasn&#39;t met them something burn?”,0,2,2,https://twitter.com/marcgravell/status/800862589567660032
Nick Craver,Twitter,下午1:10 - 2016年10月25日,喜欢,Scott Hanselman 的 Twitter: “@Nick_Craver @Johnmont ok literally not sure how that&#39;s possible. Will find someone.”,0,1,1,https://twitter.com/shanselman/status/791008990792589313
Nick Craver,Twitter,上午5:03 - 2016年11月9日,喜欢,your friend kasra 的 Twitter: “I just don&#39;t get any of this. These people are against letting people like me in the country. Have you met me? I&#39;m fucking delightful!”,0,63,6,https://twitter.com/jc4p/status/796337414402953220
Nick Craver,Twitter,下午9:34 - 2016年10月31日,喜欢,Geoff Dalgas 的 Twitter: “@m0sa @haneycodes I KNEW IT”,0,4,4,https://twitter.com/superdalgas/status/793310115654885376
Nick Craver,Twitter,下午12:51 - 2016年11月14日,喜欢,Jared Parsons 的 Twitter: “Days since I got the build break squirrel: 0.”,0,4,1,https://twitter.com/jaredpar/status/798267058219675648
Nick Craver,Twitter,上午5:54 - 2016年11月4日,喜欢,"Geoff Dalgas 的 Twitter: “Daddy is home, these two are the reason I do what I do https://t.co/N2NXLqWscM”",0,19,1,https://twitter.com/superdalgas/status/794523306971910144
Nick Craver,Twitter,下午2:59 - 2016年10月24日,喜欢,"ERSATZ DEVLOPER 的 Twitter: “@Nick_Craver Feel better, man &lt;3”",0,2,2,https://twitter.com/jasonpunyon/status/790674114855866369
Nick Craver,Twitter,上午10:17 - 2016年10月31日,喜欢,Alternative Jess 的 Twitter: “Huge thanks to @stevvve! I sent him to my room to grab my DayQuil but he couldn&#39;t find it so he went and BOUGHT me some. #PhillyCheeseStack”,0,14,2,https://twitter.com/cake_tease/status/793139919082418176
Nick Craver,Twitter,下午3:09 - 2016年10月22日,喜欢,Geoff Dalgas 的 Twitter: “Arduino controlled Bat using IR wands from Great Wolf Lodge and a bit of code - Hacky Halloween https://t.co/xeo3Ber9dh”,0,31,4,https://twitter.com/superdalgas/status/789951773721047041
Nick Craver,Twitter,上午10:52 - 2016年10月14日,喜欢,Elise Craver 的 Twitter: “Leila&#39;s first plane ride was a success. We&#39;re in the clouds...cooool. https://t.co/hndPf7KCqz”,0,1,1,https://twitter.com/e_craver/status/786988178863427584
Nick Craver,Twitter,上午10:42 - 2016年10月2日,喜欢,"ERSATZ DEVLOPER 的 Twitter: “W: How many years until we get to do that again, you think?”",0,2,1,https://twitter.com/jasonpunyon/status/782636803077640192
Nick Craver,Twitter,下午5:02 - 2016年9月26日,喜欢,Cassie Dean Montrose 的 Twitter: “I&#39;m basically watching the debate. https://t.co/1yUCFmvp1n”,0,11,1,https://twitter.com/sassiestone/status/780558189259436033
Nick Craver,Twitter,下午4:42 - 2016年9月18日,喜欢,David Robinson 的 Twitter: “On the red carpet at #Emmys https://t.co/zP47tqpgIr”,0,100,10,https://twitter.com/drob/status/777654122174484480
Nick Craver,Twitter,上午7:42 - 2016年10月22日,喜欢,"David Haney 的 Twitter: “@Nick_Craver hah, got me. Took two feed passes to catch it you bugger”",0,1,1,https://twitter.com/haneycodes/status/789839257036853249
Nick Craver,Twitter,下午8:27 - 2016年10月12日,喜欢,David Kean 的 Twitter: “Current State: Removing unneeded async state machines across the tree.”,0,13,7,https://twitter.com/davkean/status/786408044808646658
Nick Craver,Twitter,上午10:41 - 2016年10月2日,喜欢,ERSATZ DEVLOPER 的 Twitter: “W: ...”,0,2,1,https://twitter.com/jasonpunyon/status/782636669652627457
Nick Craver,Twitter,上午9:26 - 2016年9月25日,喜欢,Elise Craver 的 Twitter: “@E_Craver And a cheeseball. https://t.co/EmLWDyE08q”,0,2,2,https://twitter.com/e_craver/status/780081099976347648
Nick Craver,Twitter,下午6:10 - 2016年9月16日,喜欢,David Fowler 的 Twitter: “I think I got @marcgravell hooked on channels 😬. #dotnet”,0,15,2,https://twitter.com/davidfowl/status/776951521791479810
Nick Craver,Twitter,下午5:46 - 2016年10月19日,喜欢,SwiftOnSecurity 的 Twitter: “@elonmusk How about a robot that can drive our country”,0,413,24,https://twitter.com/swiftonsecurity/status/788904248285261825
Nick Craver,Twitter,下午6:51 - 2016年10月12日,喜欢,"Liza Sperling 的 Twitter: “@Nick_Craver I am pegged as an obvious extrovert, but I refuel with time alone. Maybe we broke the model?”",0,2,2,https://twitter.com/lizasperling/status/786383736896053248
Nick Craver,Twitter,上午10:41 - 2016年10月2日,喜欢,ERSATZ DEVLOPER 的 Twitter: “W: And watch movies?&#10;Me: Yeah.”,0,2,1,https://twitter.com/jasonpunyon/status/782636588769615876
Nick Craver,Twitter,上午9:26 - 2016年9月25日,喜欢,Elise Craver 的 Twitter: “Hiking with the most adorable 30-lb. dead weight ever. https://t.co/Cf73w4pmfC”,0,7,2,https://twitter.com/e_craver/status/780080965238611968
Nick Craver,Twitter,下午5:23 - 2016年9月16日,喜欢,"Chris Davies 的 Twitter: “@elonmusk Seems a bit extreme to rename a planet, but I guess it had a good run as Mars”",0,428,6,https://twitter.com/c_davies/status/776939490791174144
Nick Craver,Twitter,下午4:46 - 2016年10月18日,喜欢,"Ned Pyle 的 Twitter: “Aaaannnnd, 13 minutes @SwiftOnSecurity https://t.co/b23PABcuZR”",0,198,6,https://twitter.com/nerdpyle/status/788526629102297088
Nick Craver,Twitter,下午6:39 - 2016年10月12日,喜欢,Adam Lear 的 Twitter: “@Nick_Craver I handle it generally badly - by starting a lot of things that need doing and finishing few. Working on being better about that”,0,11,1,https://twitter.com/aalear/status/786380869594451968
Nick Craver,Twitter,上午10:40 - 2016年10月2日,喜欢,ERSATZ DEVLOPER 的 Twitter: “Wife: Remember when we used to lay in bed all weekend?&#10;Me: Yeah.”,0,5,1,https://twitter.com/jasonpunyon/status/782636506859073536
Nick Craver,Twitter,下午2:27 - 2016年9月24日,喜欢,"ERSATZ DEVLOPER 的 Twitter: “@Nick_Craver @E_Craver We did it with Elle last year. It was a cheap model, but fine.”",0,1,1,https://twitter.com/jasonpunyon/status/779794388985769984
Nick Craver,Twitter,下午5:20 - 2016年9月16日,喜欢,"Nick Larsen 的 Twitter: “@JasonPunyon first words out of his mouth are ohh god damn it, I could not hold it together, laughing hysterically in the parking lot”",0,4,2,https://twitter.com/fody/status/776938870856450049
Nick Craver,Twitter,上午11:36 - 2016年10月17日,喜欢,Joel Spolsky 的 Twitter: “@Nick_Craver toldja we&#39;d stump you”,0,3,3,https://twitter.com/spolsky/status/788086302151434240
Nick Craver,Twitter,上午1:31 - 2016年10月8日,喜欢,"Jon Galloway 的 Twitter: “Just sent my dad a big thank you letter for being super awesome. If you get on well with your dad and haven&#39;t told him, maybe do the same?”",0,48,1,https://twitter.com/jongalloway/status/784672522490945537
Nick Craver,Twitter,上午10:02 - 2016年10月2日,喜欢,Immo Landwerth 的 Twitter: “@Nick_Craver @ben_a_adams @DamianEdwards sure. Low  tech solution for could be a giant table. Will do.”,0,1,1,https://twitter.com/terrajobst/status/782626773271928832
